,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,precip_type_-9999,precip_type_-9999.,precip_type_rain,icon_Breezy and Foggy,icon_Clear,icon_Foggy,icon_Humid,icon_Humid and Foggy,icon_Humid and Mostly Cloudy,icon_Humid and Overcast,icon_Humid and Partly Cloudy,icon_Light Rain,icon_Light Rain and Humid,icon_Mostly Cloudy,icon_Overcast,icon_Partly Cloudy,icon_Possible Drizzle and Humid,icon_Possible Light Rain,icon_Possible Light Rain and Humid,icon_Rain,icon_Rain and Humid,week_of_year,pahar,lead_15Mins,lead_30Mins,lead_45Mins,lead_60Mins
10846,2019-06-07 11:00:00,0.0,40.65,41,0,11.08,123,2.05,3.04,1003.92,10,300.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,14.68,14.91,14.22,14.39
10847,2019-06-07 12:00:00,0.0,41.5,42,0,9.69,90,1.92,2.07,1003.92,11,300.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,14.48,14.69,14.13,13.87
10848,2019-06-07 13:00:00,0.0,42.25,42,0,8.18,41,2.23,2.48,1003.3,11,301.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,13.69,13.81,13.58,13.17
10849,2019-06-07 14:00:00,0.0,42.8,43,0,6.82,351,2.7,3.11,1002.51,10,301.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,12.79,12.09,11.63,10.89
10850,2019-06-07 15:00:00,0.0,43.33,43,0,5.46,321,3.11,3.57,1001.72,7,301.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,9.71,8.97,8.44,7.2
10851,2019-06-07 16:00:00,0.0,43.88,44,0,4.17,314,3.48,3.84,1000.99,4,301.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,6.86,6.17,4.89,3.88
10852,2019-06-07 17:00:00,0.0,43.4,43,0,3.5,336,3.51,4.28,1000.82,2,301.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,2.96,2.0,1.48,0.0
10853,2019-06-07 18:00:00,0.0,42.14,42,0,3.06,1,3.29,4.25,1000.82,1,300.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0.0,0.0,0.0,0.49
10865,2019-06-08 06:00:00,0.0,31.54,32,0,13.66,177,2.38,4.03,1002.52,0,296.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0.76,1.26,2.17,2.99
10866,2019-06-08 07:00:00,0.0,33.61,34,0,15.02,188,2.58,4.14,1002.56,1,296.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,4.78,4.83,5.77,6.7
10867,2019-06-08 08:00:00,0.0,36.49,36,0,15.57,183,2.66,4.19,1002.56,2,296.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,7.6,8.5,9.29,10.05
10868,2019-06-08 09:00:00,0.0,38.78,39,0,14.7,154,2.44,4.16,1002.63,5,297.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,10.75,11.34,11.85,12.29
10869,2019-06-08 10:00:00,0.0,40.6,41,0,12.43,89,1.92,4.06,1002.56,8,297.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,12.63,12.9,13.27,13.54
10870,2019-06-08 11:00:00,0.0,42.01,42,0,9.5,5,1.64,4.39,1002.59,10,300.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,13.75,13.76,13.84,14.18
10871,2019-06-08 12:00:00,0.0,42.96,43,0,7.41,330,1.93,4.87,1002.3,11,303.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,14.16,14.19,14.16,13.76
10872,2019-06-08 13:00:00,0.0,43.64,44,0,6.26,323,2.62,5.07,1001.56,11,303.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,13.8,13.4,13.08,12.65
10873,2019-06-08 14:00:00,0.0,44.13,44,0,5.2,325,3.39,5.26,1000.74,10,303.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,12.24,11.31,11.07,10.51
10874,2019-06-08 15:00:00,0.0,44.5,45,0,4.03,325,3.86,5.48,999.85,7,303.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,9.24,8.81,8.17,7.15
10875,2019-06-08 16:00:00,0.0,44.81,45,0,2.79,323,4.05,5.73,998.96,4,302.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,6.45,5.48,4.59,3.77
10876,2019-06-08 17:00:00,0.0,44.73,45,0,2.66,321,4.13,5.48,998.78,2,300.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,2.88,2.09,1.42,0.0
10877,2019-06-08 18:00:00,0.0,43.98,44,0,2.84,314,4.09,4.87,999.04,1,297.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0.0,0.0,0.0,0.62
10889,2019-06-09 06:00:00,0.0,32.43,32,0,10.79,172,1.47,2.21,999.34,0,293.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0.9,1.33,2.2,2.99
10890,2019-06-09 07:00:00,0.0,34.77,35,0,11.15,204,1.81,2.68,999.4,1,292.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,4.74,4.77,5.69,6.63
10891,2019-06-09 08:00:00,0.0,37.76,38,0,10.88,217,2.19,3.37,999.43,2,292.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,7.5,8.31,9.04,9.72
10892,2019-06-09 09:00:00,0.0,40.36,40,0,9.95,171,2.42,4.21,999.46,5,292.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,5.14,10.87,11.47,11.96
10893,2019-06-09 10:00:00,0.0,42.5,43,0,8.35,69,2.55,5.19,999.42,8,291.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,12.46,12.84,13.19,13.51
10894,2019-06-09 11:00:00,0.0,44.03,44,0,7.0,325,2.7,6.07,999.54,10,292.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,13.88,13.97,13.99,14.19
10895,2019-06-09 12:00:00,0.0,44.92,45,0,6.69,279,3.1,6.52,999.45,12,294.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,13.93,14.09,13.99,14.14
10896,2019-06-09 13:00:00,0.0,45.46,45,0,6.83,282,3.77,6.54,998.83,12,293.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,13.86,13.57,13.28,9.43
10897,2019-06-09 14:00:00,0.0,45.74,46,0,6.82,297,4.41,6.43,998.04,10,293.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,11.97,8.98,9.2,8.29
10898,2019-06-09 15:00:00,0.04,45.96,46,0,6.27,307,4.71,6.45,997.12,7,293.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,10.13,5.34,8.75,7.72
10899,2019-06-09 16:00:00,0.14,46.19,46,0,5.21,309,4.69,6.59,996.21,4,293.0,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,6.78,5.67,4.59,3.63
10900,2019-06-09 17:00:00,0.23,45.86,46,0,4.64,315,4.42,6.56,996.02,2,291.5,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,2.85,2.19,1.57,0.0
10901,2019-06-09 18:00:00,0.23,44.72,45,0,4.86,315,3.88,6.12,996.22,1,289.6,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,4,0.0,0.0,0.0,0.57
10913,2019-06-10 06:00:00,0.0,32.77,33,0,7.62,184,1.57,1.92,996.62,0,286.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0.9,1.33,2.14,2.89
10914,2019-06-10 07:00:00,0.0,35.71,36,0,7.09,184,1.99,2.43,996.77,1,286.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,4.56,4.64,5.56,6.49
10915,2019-06-10 08:00:00,0.0,39.11,39,0,6.16,197,2.4,3.19,996.84,2,286.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,7.41,8.29,9.14,9.94
10916,2019-06-10 09:00:00,0.0,41.7,42,0,5.3,187,2.7,4.2,996.92,5,286.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,10.61,11.29,11.91,12.43
10917,2019-06-10 10:00:00,0.0,43.48,43,0,4.41,244,2.95,5.41,997.09,8,286.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,12.94,13.4,13.79,13.94
10918,2019-06-10 11:00:00,0.0,44.64,45,0,3.75,287,3.09,6.58,997.32,11,287.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,13.91,14.19,14.3,14.26
10919,2019-06-10 12:00:00,0.0,45.4,45,0,3.77,242,3.3,7.15,997.03,12,287.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,14.45,14.58,14.31,14.2
10920,2019-06-10 13:00:00,0.0,46.07,46,0,4.05,281,3.73,6.98,996.01,12,287.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,14.17,13.51,13.16,12.31
10921,2019-06-10 14:00:00,0.0,46.35,46,0,4.21,311,4.14,6.59,994.89,10,287.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,12.33,11.52,10.15,10.65
10922,2019-06-10 15:00:00,0.0,46.33,46,0,3.79,284,4.41,6.34,994.08,8,287.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,10.03,9.05,8.44,7.29
10923,2019-06-10 16:00:00,0.0,46.28,46,0,2.68,274,4.56,6.23,993.44,5,287.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,5.36,5.01,4.63,3.81
10924,2019-06-10 17:00:00,0.0,46.62,47,0,3.18,285,4.29,5.73,993.25,2,286.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,2.67,2.07,1.47,0.0
10925,2019-06-10 18:00:00,0.0,46.34,46,0,4.0,318,3.74,5.03,993.36,1,285.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0.0,0.0,0.0,0.0
10937,2019-06-11 06:00:00,0.01,34.63,35,0,4.34,249,4.11,5.78,995.83,0,288.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0.0,0.0,0.0,0.0
10938,2019-06-11 07:00:00,0.01,34.71,35,0,7.5,251,3.94,5.91,996.34,1,289.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0.0,0.0,0.0,0.0
10939,2019-06-11 08:00:00,0.02,35.63,36,0,10.33,230,3.86,6.63,996.72,2,289.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0.0,0.0,0.0,0.0
10940,2019-06-11 09:00:00,0.02,37.65,38,0,11.7,198,3.85,6.98,996.86,5,289.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0.0,0.0,0.0,0.0
10941,2019-06-11 10:00:00,0.02,40.59,41,0,11.99,70,3.99,6.97,996.65,8,289.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0.0,0.0,0.0,0.0
10942,2019-06-11 11:00:00,0.01,42.84,43,0,12.07,314,4.13,6.88,996.48,10,288.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0.0,0.0,0.0,0.0
10943,2019-06-11 12:00:00,0.03,43.38,43,0,12.59,300,4.08,6.85,996.55,12,288.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0.0,0.0,0.0,0.0
10944,2019-06-11 13:00:00,0.07,42.69,43,0,13.33,16,3.85,6.81,996.38,11,288.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0.0,0.0,0.0,0.0
10945,2019-06-11 14:00:00,0.14,41.57,42,0,13.66,123,3.63,6.75,996.0,10,288.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,3,0.0,0.0,0.0,0.0
10946,2019-06-11 15:00:00,0.21,40.95,41,0,13.3,151,3.6,6.62,995.46,7,288.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,4,0.0,0.0,0.0,0.0
10947,2019-06-11 16:00:00,0.31,41.06,41,0,12.29,141,3.75,6.41,994.95,4,288.2,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,4,0.0,0.0,0.0,0.0
10948,2019-06-11 17:00:00,0.41,41.35,41,0,11.2,131,3.91,6.3,994.57,2,288.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,4,0.0,0.0,0.0,0.0
10949,2019-06-11 18:00:00,0.52,42.33,42,0,10.37,156,3.22,5.46,994.11,1,288.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,4,0.0,0.0,0.0,0.52
10961,2019-06-12 06:00:00,0.08,33.34,33,0,12.58,140,3.33,5.65,997.17,0,289.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0.83,1.2,2.01,2.71
10962,2019-06-12 07:00:00,0.23,34.04,34,0,11.59,128,3.0,3.05,998.05,1,289.3,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,4.28,4.23,5.04,5.77
10963,2019-06-12 08:00:00,0.39,34.94,35,0,13.18,119,3.33,3.33,998.86,2,289.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,6.53,7.45,8.42,9.1
10964,2019-06-12 09:00:00,0.52,35.97,36,0,14.54,117,3.5,3.5,999.37,4,290.0,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,2,9.67,10.43,11.05,11.51
10965,2019-06-12 10:00:00,0.61,37.41,37,0,15.8,121,3.51,3.51,999.4,6,290.0,0.02,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,2,11.86,12.48,12.33,5.0
10966,2019-06-12 11:00:00,0.64,39.04,38,0,17.03,122,3.6,3.6,999.38,7,289.5,0.04,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,2,0.0,0.0,6.91,9.31
10967,2019-06-12 12:00:00,0.56,40.3,39,0,17.29,122,3.62,3.62,999.23,8,289.3,0.03,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,3,7.63,10.6,13.14,12.33
10968,2019-06-12 13:00:00,0.34,41.07,40,0,15.7,129,3.39,3.39,998.7,9,289.6,0.01,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,3,8.6,11.25,10.62,10.28
10969,2019-06-12 14:00:00,0.11,41.74,42,0,13.27,139,3.12,3.43,997.8,10,289.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,10.64,9.91,8.44,5.57
10970,2019-06-12 15:00:00,0.01,42.79,43,0,11.11,154,2.9,3.79,996.88,8,290.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,7.56,8.27,7.41,6.54
10971,2019-06-12 16:00:00,0.0,43.53,44,0,9.36,181,2.72,4.08,996.21,5,289.9,0.01,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,5.62,4.78,3.94,3.17
10972,2019-06-12 17:00:00,0.01,43.72,44,0,8.89,206,2.74,4.14,995.6,2,289.8,0.02,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,2.49,1.99,1.42,0.0
10973,2019-06-12 18:00:00,0.01,42.91,43,0,9.42,205,2.77,3.74,995.43,1,289.7,0.03,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0.0,0.0,0.0,0.47
10985,2019-06-13 06:00:00,0.15,33.76,33,0,18.48,200,5.57,11.83,997.85,0,293.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0.76,1.25,1.99,2.62
10986,2019-06-13 07:00:00,0.08,34.99,33,0,19.0,176,5.79,11.26,998.69,1,293.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,4.31,4.07,4.96,5.75
10987,2019-06-13 08:00:00,0.02,36.59,35,0,18.83,196,5.86,10.22,999.43,2,293.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,6.51,7.45,8.23,9.04
10988,2019-06-13 09:00:00,0.0,38.5,37,0,17.77,221,5.89,9.02,999.63,5,292.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,9.71,10.61,11.09,11.66
10989,2019-06-13 10:00:00,0.0,40.62,40,0,15.9,252,5.86,7.67,999.65,8,292.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,11.99,12.43,12.72,13.0
10990,2019-06-13 11:00:00,0.0,42.17,42,0,13.47,276,5.76,6.4,999.48,10,292.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,13.29,13.37,13.48,13.28
10991,2019-06-13 12:00:00,0.0,43.64,44,0,11.02,242,5.55,5.66,999.15,12,292.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,13.1,12.91,12.76,13.01
10992,2019-06-13 13:00:00,0.0,44.44,44,0,8.32,280,5.22,5.28,998.54,12,293.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,12.53,11.82,12.35,11.24
10993,2019-06-13 14:00:00,0.0,44.97,45,0,5.3,334,4.91,5.04,997.7,10,294.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,10.61,9.23,4.12,5.04
10994,2019-06-13 15:00:00,0.0,45.41,45,0,2.11,298,4.75,4.92,996.86,8,294.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,9.33,9.11,7.08,6.61
10995,2019-06-13 16:00:00,0.0,45.8,46,0,-1.17,299,4.75,4.91,996.07,5,295.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,6.03,5.31,4.4,3.56
10996,2019-06-13 17:00:00,0.0,45.64,46,0,-3.32,310,5.16,5.37,995.95,2,295.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,2.79,2.16,1.63,0.0
10997,2019-06-13 18:00:00,0.0,44.49,44,0,-3.09,329,5.51,6.37,996.22,1,295.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0.0,0.0,0.0,0.55
11009,2019-06-14 06:00:00,0.0,32.69,32,0,17.89,236,4.61,10.54,998.45,0,294.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0.82,1.23,0.66,0.21
11010,2019-06-14 07:00:00,0.0,35.11,33,0,19.44,267,4.9,10.28,998.84,1,294.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,4.03,4.74,5.72,6.61
11011,2019-06-14 08:00:00,0.0,38.05,35,0,20.24,288,5.05,9.83,999.29,2,294.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,7.51,8.4,9.16,9.93
11012,2019-06-14 09:00:00,0.0,40.25,37,0,19.64,235,5.11,8.97,999.28,5,294.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,10.7,11.38,11.97,12.43
11013,2019-06-14 10:00:00,0.0,41.39,40,0,17.62,275,5.13,7.69,998.89,8,293.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,12.98,13.27,13.63,13.85
11014,2019-06-14 11:00:00,0.0,41.79,41,0,14.85,318,5.07,6.41,998.57,10,293.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,14.09,14.4,14.5,14.38
11015,2019-06-14 12:00:00,0.0,42.55,43,0,11.97,284,4.9,5.5,998.02,12,293.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,14.38,14.13,14.23,13.71
11016,2019-06-14 13:00:00,0.0,43.42,43,0,8.67,291,4.64,4.96,997.39,12,292.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,13.81,13.3,12.95,12.56
11017,2019-06-14 14:00:00,0.0,44.11,44,0,5.27,308,4.38,4.63,996.67,10,292.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,12.06,11.28,10.88,8.61
11018,2019-06-14 15:00:00,0.0,44.69,45,0,2.65,317,4.24,4.45,995.68,8,292.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,9.82,8.81,7.88,7.12
11019,2019-06-14 16:00:00,0.0,45.22,45,0,0.92,318,4.2,4.41,994.67,5,292.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,6.03,4.94,4.42,3.72
11020,2019-06-14 17:00:00,0.0,44.65,45,0,2.59,325,4.19,4.43,994.59,2,293.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,2.92,2.19,1.55,0.0
11021,2019-06-14 18:00:00,0.0,43.32,43,0,3.69,332,4.04,4.36,995.07,1,292.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0.0,0.0,0.0,0.68
11033,2019-06-15 06:00:00,0.03,31.79,32,0,14.45,262,3.77,11.48,998.53,0,291.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1.0,1.44,2.27,2.94
11034,2019-06-15 07:00:00,0.01,33.45,33,0,16.02,263,4.51,11.17,999.12,1,291.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,4.57,4.59,5.49,6.35
11035,2019-06-15 08:00:00,0.12,36.76,36,0,17.34,259,5.6,10.65,999.62,2,291.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,7.27,8.04,8.84,9.53
11036,2019-06-15 09:00:00,0.28,39.75,38,0,18.26,264,6.29,9.68,999.87,4,290.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,2,10.37,11.02,11.51,12.06
11037,2019-06-15 10:00:00,0.41,42.22,39,0,19.07,269,6.7,8.29,999.99,6,290.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,2,12.35,8.12,13.28,13.52
11038,2019-06-15 11:00:00,0.51,42.12,41,0,16.87,278,6.85,7.14,999.94,7,289.5,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,2,13.51,13.84,13.99,12.19
11039,2019-06-15 12:00:00,0.4,42.47,42,0,15.48,261,6.57,6.58,999.38,9,288.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,3,12.62,12.93,9.96,12.26
11040,2019-06-15 13:00:00,0.31,43.76,42,0,16.03,0,5.93,5.96,998.38,10,288.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,3,12.07,6.66,8.75,5.68
11041,2019-06-15 14:00:00,0.4,43.19,43,0,14.16,318,5.09,5.36,997.33,8,288.0,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,3,4.75,3.6,3.64,0.15
